,title,address,date_added,bed,bath,toilet,price
1,2 BEDROOM FLAT / APARTMENT FOR RENT,Mende Maryland Lagos,Added 19 Nov 2020,2 beds,2 baths,2 Toilets,"1,000,000"
2,3 BEDROOM FLAT / APARTMENT FOR RENT,Ajao estate IsoloAjao Estate Isolo Lagos,Added 19 Nov 2020,3 beds,3 baths,4 Toilets,"1,500,000"
3,5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Chevron Lekki Lagos,"Updated 19 Nov 2020, Added 05 Nov 2020",5 beds,5 baths,6 Toilets,"4,000,000"
4,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Osapa London Lekki Lagos,"Updated 19 Nov 2020, Added 13 Nov 2020",4 beds,4 baths,5 Toilets,"3,500,000"
5,5 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,off coker roadCoker Road Ilupeju Lagos,Added 18 Nov 2020,5 beds,5 baths,7 Toilets,"5,000,000"
6,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Ikeja Gra Ikeja Lagos,Added 18 Nov 2020,4 beds,4 baths,5 Toilets,"5,500,000"
7,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Chevron Lekki Lagos,"Updated 18 Nov 2020, Added 05 Nov 2020",4 beds,4 baths,5 Toilets,"4,000,000"
8,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikota Lekki Lagos,"Updated 18 Nov 2020, Added 13 Nov 2020",3 beds,3 baths,4 Toilets,"2,500,000"
9,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,"Updated 18 Nov 2020, Added 13 Nov 2020",4 beds,4 baths,5 Toilets,"5,000,000"
10,4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 09 Aug 2020",4 beds,5 baths,6 Toilets,"120,000,000"
11,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,OrchidChevron Lekki Lagos,"Updated 17 Nov 2020, Added 26 Oct 2020",4 beds,4 baths,5 Toilets,"3,500,000"
12,3 BEDROOM FLAT / APARTMENT FOR RENT,Gbagada Lagos,"Updated 17 Nov 2020, Added 11 Nov 2020",3 beds,baths,Toilets,"2,800,000"
13,2 BEDROOM FLAT / APARTMENT FOR RENT,Palmgroove Shomolu Lagos,"Updated 17 Nov 2020, Added 12 Nov 2020",2 beds,baths,Toilets,"2,700,000"
14,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Ikota Lekki Lagos,"Updated 17 Nov 2020, Added 26 Oct 2020",4 beds,4 baths,5 Toilets,"3,500,000"
15,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Idado Lekki Lagos,"Updated 17 Nov 2020, Added 31 Oct 2020",4 beds,4 baths,5 Toilets,"2,800,000"
16,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Anthony Village Maryland Lagos,"Updated 17 Nov 2020, Added 23 Jun 2020",beds,baths,4 Toilets,"40,000"
17,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 18 Jul 2020",3 beds,3 baths,4 Toilets,"9,000,000"
18,3 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,"Updated 17 Nov 2020, Added 07 May 2020",3 beds,3 baths,4 Toilets,"10,000,000"
19,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,SowemimoIkeja Gra Ikeja Lagos,"Updated 17 Nov 2020, Added 24 Jun 2020",4 beds,4 baths,5 Toilets,"6,500,000"
20,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 04 Aug 2020",beds,baths,Toilets,"45,000"
21,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 02 Mar 2020",3 beds,3 baths,4 Toilets,"21,500,000"
22,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
23,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Bourdillon Ikoyi Lagos,"Updated 17 Nov 2020, Added 28 Jul 2020",4 beds,5 baths,4 Toilets,"15,000,000"
24,2 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 15 Apr 2020",2 beds,2 baths,3 Toilets,"8,000,000"
25,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 10 Jun 2020",4 beds,4 baths,5 Toilets,"6,000,000"
26,4 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,"Updated 17 Nov 2020, Added 12 Aug 2020",4 beds,4 baths,5 Toilets,"18,000,000"
27,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 30 Oct 2020",4 beds,5 baths,6 Toilets,"10,000,000"
28,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 23 Oct 2020",4 beds,4 baths,5 Toilets,"8,000,000"
29,2 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 17 Jun 2020",2 beds,2 baths,3 Toilets,"8,000,000"
30,2 BEDROOM FLAT / APARTMENT FOR RENT,Eko Atlantic Victoria Island Lagos,"Updated 17 Nov 2020, Added 10 Aug 2020",2 beds,2 baths,3 Toilets,"12,000,000"
31,SEMI DETACHED DUPLEX HOUSE FOR RENT,OrchidChevron Lekki Lagos,"Updated 17 Nov 2020, Added 02 Oct 2020",beds,baths,Toilets,"3,500,000"
32,4 BEDROOM SELF CONTAIN FLAT / APARTMENT FOR SALE,Parkview Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 05 Oct 2020",4 beds,4 baths,5 Toilets,"205,000,000"
33,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 17 Jun 2020",3 beds,3 baths,4 Toilets,"10,000,000"
34,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Ikate Lekki Lagos,"Updated 17 Nov 2020, Added 18 Sep 2020",4 beds,4 baths,5 Toilets,"4,500,000"
35,3 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,"Updated 17 Nov 2020, Added 19 Jun 2020",3 beds,3 baths,4 Toilets,"4,000,000"
36,3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Ikate Lekki Lagos,"Updated 17 Nov 2020, Added 18 Sep 2020",3 beds,3 baths,4 Toilets,"3,700,000"
37,2 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 13 May 2020",2 beds,2 baths,3 Toilets,"13,000,000"
38,3 BEDROOM FLAT / APARTMENT FOR RENT,"Off Kudirat Abiola way, Julie EstateOregun Ikeja Lagos","Updated 17 Nov 2020, Added 19 Aug 2020",3 beds,3 baths,4 Toilets,"2,500,000"
39,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 16 Oct 2020",3 beds,3 baths,4 Toilets,"2,800,000"
40,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikota Lekki Lagos,"Updated 17 Nov 2020, Added 30 Jun 2020",3 beds,3 baths,4 Toilets,"3,500,000"
41,3 BEDROOM FLAT / APARTMENT FOR RENT,Parkview Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 05 Aug 2020",3 beds,3 baths,4 Toilets,"5,000,000"
42,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 02 Oct 2020",3 beds,3 baths,4 Toilets,"3,000,000"
43,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Lekki Lagos,"Updated 17 Nov 2020, Added 12 Jul 2020",4 beds,4 baths,5 Toilets,"3,500,000"
44,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
45,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Second TollgateLekki Lagos,"Updated 17 Nov 2020, Added 10 Sep 2020",4 beds,4 baths,5 Toilets,"3,000,000"
46,5 BEDROOM HOUSE FOR RENT,Kusenla RoadIkate Lekki Lagos,"Updated 17 Nov 2020, Added 18 Jul 2020",5 beds,5 baths,6 Toilets,"6,500,000"
47,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 19 Jun 2020",3 beds,3 baths,3 Toilets,"6,000,000"
48,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 17 Jul 2020",4 beds,4 baths,4 Toilets,"15,000,000"
49,3 BEDROOM FLAT / APARTMENT FOR RENT,Old IkoyiOld Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 15 Sep 2020",3 beds,3 baths,3 Toilets,"8,000,000"
50,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 19 Jun 2020",3 beds,3 baths,4 Toilets,"10,000,000"
51,4 BEDROOM FLAT / APARTMENT FOR RENT,Parkview Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 04 Aug 2020",4 beds,5 baths,6 Toilets,"10,000,000"
52,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Parkview Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 24 Aug 2020",4 beds,4 baths,5 Toilets,"8,000,000"
53,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,"Off Isaac John Street, Ikeja GRA, Lagos.Ikeja Gra Ikeja Lagos","Updated 17 Nov 2020, Added 29 Sep 2020",4 beds,4 baths,5 Toilets,"10,000,000"
54,COMMERCIAL LAND LAND FOR SALE,"Fountain springville Estate, Sangotedo, lagos. Sangotedo Lagos","Updated 18 Nov 2020, Added 15 Sep 2020",beds,baths,Toilets,"450,000,000"
55,3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Idado Lekki Lagos,"Updated 17 Nov 2020, Added 05 Nov 2020",3 beds,3 baths,4 Toilets,"2,300,000"
56,4 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,"Updated 17 Nov 2020, Added 07 Aug 2020",4 beds,5 baths,6 Toilets,"15,000,000"
57,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Ikota Lekki Lagos,"Updated 17 Nov 2020, Added 28 Sep 2020",4 beds,4 baths,5 Toilets,"4,000,000"
58,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 17 Jul 2020",3 beds,3 baths,4 Toilets,"5,000,000"
59,3 BEDROOM MASSIONETTE HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 13 Aug 2020",3 beds,3 baths,4 Toilets,"36,000,000"
60,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Lekki countyIkota Lekki Lagos,"Updated 17 Nov 2020, Added 02 Oct 2020",4 beds,4 baths,5 Toilets,"5,000,000"
61,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Oniru Victoria Island Lagos,"Updated 17 Nov 2020, Added 10 Aug 2020",4 beds,5 baths,4 Toilets,"7,000,000"
62,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 07 May 2020",4 beds,4 baths,5 Toilets,"15,000,000"
63,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,off Akiogun Road Oniru Lekki RightOniru Victoria Island Lagos,"Updated 17 Nov 2020, Added 04 Aug 2020",4 beds,4 baths,5 Toilets,"24,000,000"
64,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 16 Oct 2020",3 beds,3 baths,4 Toilets,"5,000,000"
65,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 30 Oct 2020",3 beds,3 baths,4 Toilets,"10,000,000"
66,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
67,4 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 10 Aug 2020",4 beds,4 baths,5 Toilets,"8,500,000"
68,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Mobolaji Bank Anthony Way Ikeja Lagos,"Updated 17 Nov 2020, Added 24 Jun 2020",beds,baths,4 Toilets,"50,000"
69,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Parkview Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 13 Aug 2020",4 beds,4 baths,5 Toilets,"11,000,000"
70,3 BEDROOM FLAT / APARTMENT FOR RENT,Marwa Lekki RightLekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 26 Jun 2020",3 beds,3 baths,4 Toilets,"3,500,000"
71,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki right Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 26 Jun 2020",3 beds,baths,Toilets,"4,000,000"
72,4 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 07 Aug 2020",4 beds,4 baths,5 Toilets,"18,000,000"
73,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,...Isheri North Ojodu Lagos,"Updated 17 Nov 2020, Added 23 Sep 2020",4 beds,4 baths,5 Toilets,"4,000,000"
74,3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Ikota Lekki Lagos,"Updated 17 Nov 2020, Added 02 Oct 2020",3 beds,3 baths,4 Toilets,"3,000,000"
75,3 BEDROOM FLAT / APARTMENT FOR RENT,-Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 29 Sep 2020",3 beds,3 baths,4 Toilets,"40,000"
76,5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE,... Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 06 Aug 2020",5 beds,6 baths,7 Toilets,"320,000,000"
77,4 BEDROOM HOUSE FOR RENT,ilasan Lekki Lagos,"Updated 17 Nov 2020, Added 16 Sep 2020",4 beds,4 baths,5 Toilets,"3,000,000"
78,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Right.Lekki Lagos,"Updated 17 Nov 2020, Added 24 Oct 2020",3 beds,3 baths,4 Toilets,"70,000,000"
79,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,2nd toll gateLekki Lagos,"Updated 17 Nov 2020, Added 16 Oct 2020",4 beds,4 baths,5 Toilets,"3,200,000"
80,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,2nd toll gateLekki Lagos,"Updated 17 Nov 2020, Added 06 Nov 2020",4 beds,4 baths,5 Toilets,"3,500,000"
81,3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Ikate Lekki Lagos,"Updated 17 Nov 2020, Added 18 Sep 2020",3 beds,3 baths,4 Toilets,"3,000,000"
82,3 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos,"Updated 17 Nov 2020, Added 21 Sep 2020",3 beds,3 baths,4 Toilets,"2,600,000"
83,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Osborne Foreshore Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 09 Sep 2020",4 beds,4 baths,4 Toilets,"6,000,000"
84,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Lekki Lagos,"Updated 17 Nov 2020, Added 30 Oct 2020",4 beds,4 baths,5 Toilets,"3,500,000"
85,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Ikorodu RoadMaryland Ikeja Lagos,"Updated 17 Nov 2020, Added 08 Jul 2020",beds,2 baths,2 Toilets,"35,000"
86,2 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,"Updated 17 Nov 2020, Added 17 Aug 2020",2 beds,2 baths,2 Toilets,"7,500,000"
87,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 21 Sep 2020",4 beds,4 baths,5 Toilets,"13,000,000"
88,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
89,4 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,"Updated 17 Nov 2020, Added 02 Oct 2020",4 beds,4 baths,4 Toilets,"1,500,000"
90,3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 18 Jul 2020",3 beds,4 baths,4 Toilets,"3,500,000"
91,3 BEDROOM FLAT / APARTMENT FOR RENT,Off Banana Island RoadIkoyi Lagos,"Updated 17 Nov 2020, Added 25 Sep 2020",3 beds,3 baths,4 Toilets,"6,000,000"
92,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Osborne Foreshore Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 14 Jul 2020",4 beds,4 baths,5 Toilets,"9,000,000"
93,3 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,"Updated 17 Nov 2020, Added 07 Jun 2020",3 beds,3 baths,4 Toilets,"15,000,000"
94,3 BEDROOM FLAT / APARTMENT FOR RENT,Parkview Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 06 Aug 2020",3 beds,4 baths,4 Toilets,"7,000,000"
95,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Parkview Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 01 Jul 2020",4 beds,4 baths,5 Toilets,"8,000,000"
96,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 07 Aug 2020",3 beds,3 baths,4 Toilets,"13,000,000"
97,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 20 Aug 2020",3 beds,3 baths,4 Toilets,"10,000,000"
98,4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 09 Aug 2020",4 beds,5 baths,6 Toilets,"120,000,000"
99,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,2nd toll gate Lekki Lagos,"Updated 17 Nov 2020, Added 27 Jul 2020",4 beds,4 baths,5 Toilets,"4,000,000"
100,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,"Updated 17 Nov 2020, Added 18 Sep 2020",3 beds,3 baths,4 Toilets,"12,000,000"
101,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 01 Jul 2020",4 beds,4 baths,5 Toilets,"11,000,000"
102,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Elegushi Beach Road Ikate Lekki Lagos,"Updated 17 Nov 2020, Added 26 Jun 2020",beds,baths,1 Toilets,"1,100,000"
103,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 10 Jun 2020",3 beds,3 baths,4 Toilets,"8,500,000"
104,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 14 Jul 2020",4 beds,4 baths,5 Toilets,"9,000,000"
105,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 16 Oct 2020",3 beds,3 baths,4 Toilets,"3,000,000"
106,4 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Ikorodu RoadIkorodu Road(ilupeju) Ilupeju Lagos,"Updated 17 Nov 2020, Added 28 Oct 2020",4 beds,5 baths,5 Toilets,"5,000,000"
107,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Oniru Victoria Island Lagos,"Updated 17 Nov 2020, Added 09 Jul 2020",4 beds,4 baths,5 Toilets,"5,000,000"
108,3 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,"Updated 17 Nov 2020, Added 19 Jun 2020",3 beds,3 baths,4 Toilets,"5,000,000"
109,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Phase 1Phase 1 Gbagada Lagos,"Updated 17 Nov 2020, Added 11 Jul 2020",4 beds,4 baths,4 Toilets,"65,000,000"
110,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
111,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 22 Oct 2019",3 beds,3 baths,4 Toilets,"12,000,000"
112,3 BEDROOM FLAT / APARTMENT FOR RENT,Parkview Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 23 Oct 2020",3 beds,3 baths,4 Toilets,"4,000,000"
113,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Ikate Lekki Lagos,"Updated 17 Nov 2020, Added 18 Sep 2020",4 beds,4 baths,5 Toilets,"4,000,000"
114,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Oniru Victoria Island Lagos,"Updated 17 Nov 2020, Added 17 Aug 2020",4 beds,4 baths,5 Toilets,"6,000,000"
115,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Elegushi Road LEKKI RightIkate Lekki Lagos,"Updated 17 Nov 2020, Added 26 Jun 2020",beds,baths,2 Toilets,"5,000,000"
116,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 16 Jun 2020",3 beds,3 baths,4 Toilets,"8,500,000"
117,4 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 13 Mar 2020",4 beds,5 baths,5 Toilets,"18,000,000"
118,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Osborne Foreshore Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 17 Jul 2020",4 beds,4 baths,5 Toilets,"4,000,000"
119,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 09 Sep 2020",3 beds,4 baths,3 Toilets,"8,000,000"
120,4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE,Ikeja Gra Ikeja GRA Ikeja Lagos,"Updated 17 Nov 2020, Added 11 Jul 2020",4 beds,4 baths,5 Toilets,"150,000,000"
121,5 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 28 May 2020",5 beds,5 baths,6 Toilets,"5,000,000"
122,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Elegushi Beach Road Ikate Lekki Lagos,"Updated 17 Nov 2020, Added 26 Jun 2020",beds,baths,1 Toilets,"1,100,000"
123,WAREHOUSE COMMERCIAL PROPERTY FOR RENT,Ladipo/Mushin Mushin Lagos,"Updated 17 Nov 2020, Added 26 Jul 2020",beds,baths,Toilets,"30,000,000"
124,3 BEDROOM FLAT / APARTMENT FOR RENT,Gerrard Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 17 Oct 2019",3 beds,3 baths,4 Toilets,"15,000,000"
125,2 BEDROOM BOYS QUARTERS FLAT / APARTMENT FOR RENT,Off Kingsway Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 16 Feb 2020",2 beds,3 baths,3 Toilets,"7,000,000"
126,3 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 10 Jul 2020",3 beds,3 baths,4 Toilets,"8,000,000"
127,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Gerard Road Ikoyi Lagos,"Updated 17 Nov 2020, Added 10 Jul 2020",4 beds,4 baths,5 Toilets,"20,000,000"
128,4 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 31 Oct 2019",4 beds,baths,Toilets,"8,000,000"
129,6 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 23 Oct 2019",6 beds,baths,Toilets,"20,000,000"
130,5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,off alexander roadIkoyi Lagos,"Updated 17 Nov 2020, Added 03 Dec 2019",5 beds,5 baths,5 Toilets,"50,000,000"
131,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Orchid road Chevron lekki lagos state Nigeria Chevron Lekki Lagos,"Updated 17 Nov 2020, Added 12 Jun 2020",4 beds,4 baths,4 Toilets,"3,500,000"
132,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
133,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 18 Oct 2019",3 beds,baths,Toilets,"7,500,000"
134,COMMERCIAL PROPERTY FOR RENT,OffAdeola Odeku Victoria Island Lagos,"Updated 17 Nov 2020, Added 14 Jul 2020",beds,baths,Toilets,"20,000,000"
135,2 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 10 Jul 2020",2 beds,2 baths,3 Toilets,"6,000,000"
136,3 BEDROOM BOYS QUARTERS FLAT / APARTMENT FOR RENT,Off Adeola Odeku vi Adeola Odeku Victoria Island Lagos,"Updated 17 Nov 2020, Added 10 Feb 2020",3 beds,3 baths,4 Toilets,"9,000,000"
137,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 05 Dec 2019",4 beds,4 baths,4 Toilets,"24,000,000"
138,LAND FOR RENT,Adeola Odeku Victoria Island Lagos,"Updated 17 Nov 2020, Added 05 Dec 2019",beds,baths,Toilets,"25,000,000"
139,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Ahmadu Bello Way Victoria Island Lagos,"Updated 17 Nov 2020, Added 18 Oct 2019",4 beds,baths,Toilets,"17,000,000"
140,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 14 Jul 2020",3 beds,3 baths,4 Toilets,"6,000,000"
141,DETACHED DUPLEX HOUSE FOR RENT,Maryland Lagos,"Updated 17 Nov 2020, Added 08 Nov 2020",beds,baths,Toilets,"8,000,000"
